Region,Year,Month,Deaths
London,2017,10,4113
London,2017,11,4224
London,2017,12,4209
South East,2017,1,9045
South East,2017,2,7409
South East,2017,3,7406
South East,2017,4,5938
South East,2017,5,6825
South East,2017,6,6430
South East,2017,7,5836
South East,2017,8,6298
South East,2017,9,6128
South East,2017,10,6737
South East,2017,11,6866
South East,2017,12,6997
South West,2017,1,5833
South West,2017,2,5165
South West,2017,3,5134
South West,2017,4,4092
South West,2017,5,4865
South West,2017,6,4650
South West,2017,7,4149
South West,2017,8,4455
South West,2017,9,4379
South West,2017,10,4671
South West,2017,11,4942
South West,2017,12,4772
Wales,2017,1,3591
Wales,2017,2,2880
Wales,2017,3,2983
Wales,2017,4,2602
Wales,2017,5,2800
Wales,2017,6,2627
Wales,2017,7,2374
Wales,2017,8,2622
Wales,2017,9,2467
Wales,2017,10,2759
Wales,2017,11,2786
Wales,2017,12,2757
North East,2018,1,3502
North East,2018,2,2578
North East,2018,3,2586
North East,2018,4,2355
North East,2018,5,2276
North East,2018,6,2086
North East,2018,7,2125
North East,2018,8,2057
North East,2018,9,1961
North East,2018,10,2365
North East,2018,11,2221
North East,2018,12,2319
North West,2018,1,8624
North West,2018,2,6555
North West,2018,3,6817
North West,2018,4,6195
North West,2018,5,5745
North West,2018,6,5190
North West,2018,7,5494
North West,2018,8,5301
North West,2018,9,4873
North West,2018,10,5892
North West,2018,11,6013
North West,2018,12,5579
Yorkshire and the Humber,2018,1,6338
Yorkshire and the Humber,2018,2,4827
Yorkshire and the Humber,2018,3,4909
Yorkshire and the Humber,2018,4,4510
Yorkshire and the Humber,2018,5,4009
Yorkshire and the Humber,2018,6,3946
Yorkshire and the Humber,2018,7,4007
Yorkshire and the Humber,2018,8,3939
Yorkshire and the Humber,2018,9,3645
Yorkshire and the Humber,2018,10,4419
Yorkshire and the Humber,2018,11,4345
Yorkshire and the Humber,2018,12,4184
East Midlands,2018,1,5400
East Midlands,2018,2,4191
East Midlands,2018,3,4412
East Midlands,2018,4,4016
East Midlands,2018,5,3764
East Midlands,2018,6,3446
East Midlands,2018,7,3388
East Midlands,2018,8,3425
East Midlands,2018,9,3170
East Midlands,2018,10,3811
East Midlands,2018,11,3691
East Midlands,2018,12,3521
West Midlands,2018,1,6611
West Midlands,2018,2,5299
West Midlands,2018,3,5498
West Midlands,2018,4,4633
West Midlands,2018,5,4471
West Midlands,2018,6,4170
West Midlands,2018,7,4218
West Midlands,2018,8,4178
West Midlands,2018,9,3878
West Midlands,2018,10,4612
West Midlands,2018,11,4539
West Midlands,2018,12,4196
East,2018,1,7110
East,2018,2,5256
East,2018,3,5470
East,2018,4,5281
East,2018,5,4664
East,2018,6,4351
East,2018,7,4352
East,2018,8,4445
East,2018,9,3942
East,2018,10,4772
East,2018,11,4738
East,2018,12,4307
London,2018,1,5704
London,2018,2,4558
London,2018,3,4686
London,2018,4,4329
London,2018,5,4018
London,2018,6,3664
London,2018,7,4007
London,2018,8,3857
London,2018,9,3477
London,2018,10,4163
London,2018,11,4042
London,2018,12,3891
South East,2018,1,10007
South East,2018,2,7325
South East,2018,3,7796
South East,2018,4,7144
South East,2018,5,6505
South East,2018,6,6019
South East,2018,7,6158
South East,2018,8,6191
South East,2018,9,5787
South East,2018,10,6704
South East,2018,11,6691
South East,2018,12,6296
South West,2018,1,6779
South West,2018,2,5329
South West,2018,3,5552
South West,2018,4,5015
South West,2018,5,4499
South West,2018,6,4341
South West,2018,7,4310
South West,2018,8,4217
South West,2018,9,3949
South West,2018,10,4728
South West,2018,11,4691
South West,2018,12,4417
Wales,2018,1,3945
Wales,2018,2,3169
Wales,2018,3,3405
Wales,2018,4,2905
Wales,2018,5,2734
Wales,2018,6,2466
Wales,2018,7,2562
Wales,2018,8,2461
Wales,2018,9,2331
Wales,2018,10,2845
Wales,2018,11,2863
Wales,2018,12,2720
North East,2019,1,2848
North East,2019,2,2365
North East,2019,3,2302
North East,2019,4,2260
North East,2019,5,2319
North East,2019,6,2018
North East,2019,7,2216
North East,2019,8,2225
North East,2019,9,2086
North East,2019,10,2454
North East,2019,11,2413
North East,2019,12,2531
North West,2019,1,7127
North West,2019,2,6160
North West,2019,3,5830
North West,2019,4,5838
North West,2019,5,6048
North West,2019,6,5265
North West,2019,7,5880
North West,2019,8,5157
North West,2019,9,5388
North West,2019,10,6381
North West,2019,11,6009
North West,2019,12,6933
Yorkshire and the Humber,2019,1,5441
Yorkshire and the Humber,2019,2,4564
Yorkshire and the Humber,2019,3,4392
Yorkshire and the Humber,2019,4,4350
Yorkshire and the Humber,2019,5,4378
Yorkshire and the Humber,2019,6,3836
Yorkshire and the Humber,2019,7,4134
Yorkshire and the Humber,2019,8,3852
Yorkshire and the Humber,2019,9,3909
Yorkshire and the Humber,2019,10,4598
Yorkshire and the Humber,2019,11,4511
Yorkshire and the Humber,2019,12,4581
East Midlands,2019,1,4589
East Midlands,2019,2,3892
East Midlands,2019,3,3800
East Midlands,2019,4,3761
East Midlands,2019,5,3813
East Midlands,2019,6,3254
East Midlands,2019,7,3575
East Midlands,2019,8,3252
East Midlands,2019,9,3471
East Midlands,2019,10,3961
East Midlands,2019,11,3840
East Midlands,2019,12,4221
West Midlands,2019,1,5502
West Midlands,2019,2,4779
West Midlands,2019,3,4467
West Midlands,2019,4,4529
West Midlands,2019,5,4568
West Midlands,2019,6,3989
West Midlands,2019,7,4319
West Midlands,2019,8,4012
West Midlands,2019,9,4125
West Midlands,2019,10,4725
West Midlands,2019,11,4720
West Midlands,2019,12,4866
East,2019,1,5867
East,2019,2,5078
East,2019,3,4735
East,2019,4,5010
East,2019,5,4637
East,2019,6,4032
East,2019,7,4635
East,2019,8,4111
East,2019,9,4459
East,2019,10,4988
East,2019,11,4754
East,2019,12,4893
London,2019,1,4900
London,2019,2,4183
London,2019,3,4049
London,2019,4,4102
London,2019,5,4007
London,2019,6,3618
London,2019,7,3953
London,2019,8,3720
London,2019,9,3793
London,2019,10,4135
London,2019,11,4251
London,2019,12,4296
South East,2019,1,8351
South East,2019,2,7010
South East,2019,3,6828
South East,2019,4,6764
South East,2019,5,6965
South East,2019,6,5963
South East,2019,7,6386
South East,2019,8,5862
South East,2019,9,6000
South East,2019,10,7118
South East,2019,11,6968
South East,2019,12,7019
South West,2019,1,5760
South West,2019,2,4816
South West,2019,3,4714
South West,2019,4,4553
South West,2019,5,4769
South West,2019,6,4205
South West,2019,7,4516
South West,2019,8,4080
South West,2019,9,4231
South West,2019,10,4897
South West,2019,11,4814
South West,2019,12,4946
Wales,2019,1,3389
Wales,2019,2,2848
Wales,2019,3,2700
Wales,2019,4,2838
Wales,2019,5,2788
Wales,2019,6,2331
Wales,2019,7,2578
Wales,2019,8,2450
Wales,2019,9,2453
Wales,2019,10,2874
Wales,2019,11,2844
Wales,2019,12,3090
North East,2020,1,2892
North East,2020,2,2250
North East,2020,3,2497
North East,2020,4,4352
North East,2020,5,3052
North East,2020,6,2248
North West,2020,1,7513
North West,2020,2,5916
North West,2020,3,6741
North West,2020,4,12354
North West,2020,5,7152
North West,2020,6,5894
Yorkshire and the Humber,2020,1,5614
Yorkshire and the Humber,2020,2,4308
Yorkshire and the Humber,2020,3,4676
Yorkshire and the Humber,2020,4,7987
Yorkshire and the Humber,2020,5,5535
Yorkshire and the Humber,2020,6,4291
East Midlands,2020,1,4862
East Midlands,2020,2,3758
East Midlands,2020,3,4146
East Midlands,2020,4,6769
East Midlands,2020,5,4529
East Midlands,2020,6,3868
West Midlands,2020,1,6033
West Midlands,2020,2,4504
West Midlands,2020,3,5151
West Midlands,2020,4,9932
West Midlands,2020,5,5459
West Midlands,2020,6,4563
East,2020,1,6308
East,2020,2,4721
East,2020,3,5181
East,2020,4,9516
East,2020,5,5709
East,2020,6,4301
London,2020,1,4990
London,2020,2,4080
London,2020,3,5145
London,2020,4,12175
London,2020,5,4798
London,2020,6,3787
South East,2020,1,8777
South East,2020,2,6683
South East,2020,3,7844
South East,2020,4,12823
South East,2020,5,8049
South East,2020,6,6432
South West,2020,1,6056
South West,2020,2,4586
South West,2020,3,5127
South West,2020,4,7596
South West,2020,5,5130
South West,2020,6,4501
Wales,2020,1,3552
Wales,2020,2,2749
Wales,2020,3,3133
Wales,2020,4,4545
Wales,2020,5,2902
Wales,2020,6,2692
Scotland,2006,1,5402
Scotland,2006,2,4381
Scotland,2006,3,5093
Scotland,2006,4,4590
Scotland,2006,5,4985
Scotland,2006,6,4365
Scotland,2006,7,4187
Scotland,2006,8,4315
Scotland,2006,9,4169
Scotland,2006,10,4596
Scotland,2006,11,4446
Scotland,2006,12,4564
Scotland,2007,1,6447
Scotland,2007,2,4619
Scotland,2007,3,4754
Scotland,2007,4,4588
Scotland,2007,5,4584
Scotland,2007,6,4228
Scotland,2007,7,4339
Scotland,2007,8,4343
Scotland,2007,9,3932
Scotland,2007,10,4732
Scotland,2007,11,4593
Scotland,2007,12,4827
Scotland,2008,1,5538
Scotland,2008,2,4682
Scotland,2008,3,4853
Scotland,2008,4,4922
Scotland,2008,5,4333
Scotland,2008,6,4238
Scotland,2008,7,4357
Scotland,2008,8,3969
Scotland,2008,9,4300
Scotland,2008,10,4598
Scotland,2008,11,4208
Scotland,2008,12,5702
Scotland,2009,1,5610
Scotland,2009,2,4499
Scotland,2009,3,4721
Scotland,2009,4,4480
Scotland,2009,5,4037
Scotland,2009,6,4253
Scotland,2009,7,4199
Scotland,2009,8,4009
Scotland,2009,9,4219
Scotland,2009,10,4352
Scotland,2009,11,4479
Scotland,2009,12,4998
Scotland,2010,1,5239
Scotland,2010,2,4481
Scotland,2010,3,4970
Scotland,2010,4,4431
Scotland,2010,5,3992
Scotland,2010,6,4389
Scotland,2010,7,3977
Scotland,2010,8,4284
Scotland,2010,9,4245
Scotland,2010,10,4208
Scotland,2010,11,4660
Scotland,2010,12,5091
Scotland,2011,1,5460
Scotland,2011,2,4280
Scotland,2011,3,4795
Scotland,2011,4,4032
Scotland,2011,5,4617
Scotland,2011,6,4322
Scotland,2011,7,3987
Scotland,2011,8,4395
Scotland,2011,9,4236
Scotland,2011,10,4415
Scotland,2011,11,4223
Scotland,2011,12,4899
Scotland,2012,1,5228
Scotland,2012,2,4518
Scotland,2012,3,4474
Scotland,2012,4,4592
Scotland,2012,5,4932
Scotland,2012,6,4176
Scotland,2012,7,4427
Scotland,2012,8,4334
Scotland,2012,9,4000
Scotland,2012,10,4907
Scotland,2012,11,4532
Scotland,2012,12,4817
Scotland,2013,1,5844
Scotland,2013,2,4652
Scotland,2013,3,4595
Scotland,2013,4,5255
Scotland,2013,5,4574
Scotland,2013,6,3906
Scotland,2013,7,4310
Scotland,2013,8,3940
Scotland,2013,9,3974
Scotland,2013,10,4639
Scotland,2013,11,4295
Scotland,2013,12,4716
Scotland,2014,1,5156
Scotland,2014,2,4319
Scotland,2014,3,4484
Scotland,2014,4,4449
Scotland,2014,5,4287
Scotland,2014,6,4110
Scotland,2014,7,4451
Scotland,2014,8,4140
Scotland,2014,9,4347
Scotland,2014,10,4749
Scotland,2014,11,4257
Scotland,2014,12,5490
Scotland,2015,1,5919
Scotland,2015,2,5331
Scotland,2015,3,5273
Scotland,2015,4,4791
Scotland,2015,5,4409
Scotland,2015,6,4703
Scotland,2015,7,4507
Scotland,2015,8,4208
Scotland,2015,9,4372
Scotland,2015,10,4475
Scotland,2015,11,4570
Scotland,2015,12,5021
Scotland,2016,1,5111
Scotland,2016,2,5157
Scotland,2016,3,5220
Scotland,2016,4,4588
Scotland,2016,5,4476
Scotland,2016,6,4402
Scotland,2016,7,4220
Scotland,2016,8,4683
Scotland,2016,9,4299
Scotland,2016,10,4469
Scotland,2016,11,4884
Scotland,2016,12,5219
Scotland,2017,1,5643
Scotland,2017,2,4904
Scotland,2017,3,5164
Scotland,2017,4,4297
Scotland,2017,5,5002
Scotland,2017,6,4490
Scotland,2017,7,4307
Scotland,2017,8,4637
Scotland,2017,9,4241
Scotland,2017,10,4801
Scotland,2017,11,5015
Scotland,2017,12,5382
Scotland,2018,1,7552
Scotland,2018,2,5049
Scotland,2018,3,5170
Scotland,2018,4,4793
Scotland,2018,5,4667
Scotland,2018,6,4161
Scotland,2018,7,4365
Scotland,2018,8,4307
Scotland,2018,9,3954
Scotland,2018,10,4888
Scotland,2018,11,4715
Scotland,2018,12,4882
Scotland,2019,1,5834
Scotland,2019,2,4835
Scotland,2019,3,4637
Scotland,2019,4,4666
Scotland,2019,5,4807
Scotland,2019,6,4179
Scotland,2019,7,4746
Scotland,2019,8,4407
Scotland,2019,9,4432
Scotland,2019,10,5217
Scotland,2019,11,4917
Scotland,2019,12,5431
Scotland,2020,1,5725
Scotland,2020,2,4715
Scotland,2020,3,5521
Scotland,2020,4,7958
Scotland,2020,5,5566
Scotland,2020,6,4677
Northern Ireland,2006,1,1367
Northern Ireland,2006,2,1180
Northern Ireland,2006,3,1475
Northern Ireland,2006,4,1179
Northern Ireland,2006,5,1238
Northern Ireland,2006,6,1202
Northern Ireland,2006,7,1148
Northern Ireland,2006,8,1145
Northern Ireland,2006,9,1134
Northern Ireland,2006,10,1230
Northern Ireland,2006,11,1187
Northern Ireland,2006,12,1047
Northern Ireland,2007,1,1551
Northern Ireland,2007,2,1333
Northern Ireland,2007,3,1304
Northern Ireland,2007,4,1270
Northern Ireland,2007,5,1214
Northern Ireland,2007,6,1128
Northern Ireland,2007,7,1132
Northern Ireland,2007,8,1144
Northern Ireland,2007,9,977
Northern Ireland,2007,10,1277
Northern Ireland,2007,11,1205
Northern Ireland,2007,12,1114
Northern Ireland,2008,1,1579
Northern Ireland,2008,2,1252
Northern Ireland,2008,3,1314
Northern Ireland,2008,4,1318
Northern Ireland,2008,5,1115
Northern Ireland,2008,6,1166
Northern Ireland,2008,7,1195
Northern Ireland,2008,8,1021
Northern Ireland,2008,9,1203
Northern Ireland,2008,10,1196
Northern Ireland,2008,11,1129
Northern Ireland,2008,12,1419
Northern Ireland,2009,1,1677
Northern Ireland,2009,2,1248
Northern Ireland,2009,3,1252
Northern Ireland,2009,4,1160
Northern Ireland,2009,5,1075
Northern Ireland,2009,6,1207
Northern Ireland,2009,7,1112
Northern Ireland,2009,8,975
Northern Ireland,2009,9,1148
Northern Ireland,2009,10,1155
Northern Ireland,2009,11,1158
Northern Ireland,2009,12,1246
Northern Ireland,2010,1,1445
Northern Ireland,2010,2,1242
Northern Ireland,2010,3,1427
Northern Ireland,2010,4,1165
Northern Ireland,2010,5,1012
Northern Ireland,2010,6,1163
Northern Ireland,2010,7,1057
Northern Ireland,2010,8,1111
Northern Ireland,2010,9,1111
Northern Ireland,2010,10,1150
Northern Ireland,2010,11,1288
Northern Ireland,2010,12,1286
Northern Ireland,2011,1,1538
Northern Ireland,2011,2,1176
Northern Ireland,2011,3,1305
Northern Ireland,2011,4,1096
Northern Ireland,2011,5,1223
Northern Ireland,2011,6,1164
Northern Ireland,2011,7,985
Northern Ireland,2011,8,1203
Northern Ireland,2011,9,1076
Northern Ireland,2011,10,1128
Northern Ireland,2011,11,1134
Northern Ireland,2011,12,1176
Northern Ireland,2012,1,1433
Northern Ireland,2012,2,1267
Northern Ireland,2012,3,1316
Northern Ireland,2012,4,1281
Northern Ireland,2012,5,1329
Northern Ireland,2012,6,1110
Northern Ireland,2012,7,1132
Northern Ireland,2012,8,1167
Northern Ireland,2012,9,1050
Northern Ireland,2012,10,1259
Northern Ireland,2012,11,1235
Northern Ireland,2012,12,1177
Northern Ireland,2013,1,1535
Northern Ireland,2013,2,1310
Northern Ireland,2013,3,1370
Northern Ireland,2013,4,1448
Northern Ireland,2013,5,1239
Northern Ireland,2013,6,1045
Northern Ireland,2013,7,1224
Northern Ireland,2013,8,1079
Northern Ireland,2013,9,1159
Northern Ireland,2013,10,1217
Northern Ireland,2013,11,1185
Northern Ireland,2013,12,1157
Northern Ireland,2014,1,1523
Northern Ireland,2014,2,1192
Northern Ireland,2014,3,1294
Northern Ireland,2014,4,1219
Northern Ireland,2014,5,1095
Northern Ireland,2014,6,1042
Northern Ireland,2014,7,1151
Northern Ireland,2014,8,1109
Northern Ireland,2014,9,1284
Northern Ireland,2014,10,1308
Northern Ireland,2014,11,1155
Northern Ireland,2014,12,1306
Northern Ireland,2015,1,1599
Northern Ireland,2015,2,1393
Northern Ireland,2015,3,1475
Northern Ireland,2015,4,1261
Northern Ireland,2015,5,1157
Northern Ireland,2015,6,1351
Northern Ireland,2015,7,1175
Northern Ireland,2015,8,993
Northern Ireland,2015,9,1322
Northern Ireland,2015,10,1260
Northern Ireland,2015,11,1251
Northern Ireland,2015,12,1311
Northern Ireland,2016,1,1499
Northern Ireland,2016,2,1332
Northern Ireland,2016,3,1344
Northern Ireland,2016,4,1257
Northern Ireland,2016,5,1214
Northern Ireland,2016,6,1254
Northern Ireland,2016,7,1149
Northern Ireland,2016,8,1258
Northern Ireland,2016,9,1216
Northern Ireland,2016,10,1257
Northern Ireland,2016,11,1337
Northern Ireland,2016,12,1313
Northern Ireland,2017,1,1818
Northern Ireland,2017,2,1391
Northern Ireland,2017,3,1449
Northern Ireland,2017,4,1148
Northern Ireland,2017,5,1360
Northern Ireland,2017,6,1262
Northern Ireland,2017,7,1178
Northern Ireland,2017,8,1172
Northern Ireland,2017,9,1163
Northern Ireland,2017,10,1333
Northern Ireland,2017,11,1403
Northern Ireland,2017,12,1359
Northern Ireland,2018,1,2101
Northern Ireland,2018,2,1456
Northern Ireland,2018,3,1487
Northern Ireland,2018,4,1281
Northern Ireland,2018,5,1166
Northern Ireland,2018,6,1146
Northern Ireland,2018,7,1149
Northern Ireland,2018,8,1230
Northern Ireland,2018,9,1095
Northern Ireland,2018,10,1347
Northern Ireland,2018,11,1231
Northern Ireland,2018,12,1233
Northern Ireland,2019,1,1565
Northern Ireland,2019,2,1301
Northern Ireland,2019,3,1345
Northern Ireland,2019,4,1354
Northern Ireland,2019,5,1349
Northern Ireland,2019,6,1118
Northern Ireland,2019,7,1243
Northern Ireland,2019,8,1166
Northern Ireland,2019,9,1200
Northern Ireland,2019,10,1302
Northern Ireland,2019,11,1396
Northern Ireland,2019,12,1419
Northern Ireland,2020,1,1668
Northern Ireland,2020,2,1282
Northern Ireland,2020,3,1380
Northern Ireland,2020,4,1933
Northern Ireland,2020,5,1444
Northern Ireland,2020,6,1307
